	fecha	prediccion	medicion
276	2015-01-02 23:00:00	pred_8	42.352984113527576
277	2015-01-02 23:00:00	pred_11	59.8909213342825
278	2015-01-02 23:00:00	pred_9	50.740897982047976
279	2015-01-02 23:00:00	pred_2	41.228513271688854
280	2015-01-02 23:00:00	pred_1	48.96356171717576
281	2015-01-02 23:00:00	pred_12	50.941561438968584
282	2015-01-02 23:00:00	pred_3	38.318490297185015
283	2015-01-02 23:00:00	pred_7	47.12039827613234
284	2015-01-02 23:00:00	pred_5	41.02778773542231
285	2015-01-02 23:00:00	pred_6	42.03584211017283
286	2015-01-02 23:00:00	pred_4	46.25319793161486
287	2015-01-02 23:00:00	pred_10	49.85210904927827
288	2015-01-03 00:00:00	pred_12	16.671787952119516
289	2015-01-03 00:00:00	pred_11	21.620780347333678
290	2015-01-03 00:00:00	pred_9	23.486346396887104
291	2015-01-03 00:00:00	pred_8	23.165332027924272
292	2015-01-03 00:00:00	pred_6	22.66300324455049
293	2015-01-03 00:00:00	pred_5	23.35137118111995
294	2015-01-03 00:00:00	pred_4	22.030805354476424
295	2015-01-03 00:00:00	pred_2	22.801212075965037
296	2015-01-03 00:00:00	pred_7	18.408569152335094
297	2015-01-03 00:00:00	pred_10	21.139028649472454
298	2015-01-03 00:00:00	pred_3	18.076963206092824
299	2015-01-03 00:00:00	pred_1	25.520711299855485
300	2015-01-03 01:00:00	pred_1	50.86614404882054
301	2015-01-03 01:00:00	pred_11	72.76114477615286
302	2015-01-03 01:00:00	pred_5	61.662445467430274
303	2015-01-03 01:00:00	pred_10	71.50714058170321
304	2015-01-03 01:00:00	pred_9	74.80988314182571
305	2015-01-03 01:00:00	pred_8	62.34965648724896
306	2015-01-03 01:00:00	pred_2	53.164787666616746
307	2015-01-03 01:00:00	pred_3	60.444771253846085
308	2015-01-03 01:00:00	pred_12	69.38246068789155
309	2015-01-03 01:00:00	pred_4	60.048205773674724
310	2015-01-03 01:00:00	pred_7	66.21423372991111
311	2015-01-03 01:00:00	pred_6	65.4577658622331
312	2015-01-03 02:00:00	pred_4	46.807917137325646
313	2015-01-03 02:00:00	pred_9	37.45682120719256
314	2015-01-03 02:00:00	pred_11	36.281472076441
315	2015-01-03 02:00:00	pred_1	49.16721301880661
316	2015-01-03 02:00:00	pred_7	43.17695209375145
317	2015-01-03 02:00:00	pred_10	36.48868163755175
318	2015-01-03 02:00:00	pred_8	45.128469947099255
319	2015-01-03 02:00:00	pred_2	47.11822888292058
320	2015-01-03 02:00:00	pred_12	37.0710071287119
321	2015-01-03 02:00:00	pred_5	48.40886988766297
322	2015-01-03 02:00:00	pred_3	48.41553328606143
323	2015-01-03 02:00:00	pred_6	45.957617801055314
324	2015-01-03 03:00:00	pred_6	65.78684775838518
325	2015-01-03 03:00:00	pred_10	63.072561564812744
326	2015-01-03 03:00:00	pred_12	55.25352172566539
327	2015-01-03 03:00:00	pred_5	66.8268166634688
328	2015-01-03 03:00:00	pred_3	73.33709808218045
329	2015-01-03 03:00:00	pred_7	63.90740576024875
330	2015-01-03 03:00:00	pred_9	62.376615154137106
331	2015-01-03 03:00:00	pred_2	69.82641988527544
332	2015-01-03 03:00:00	pred_8	67.43786300085634
333	2015-01-03 03:00:00	pred_11	55.027682196503356
334	2015-01-03 03:00:00	pred_1	69.66347038171303
335	2015-01-03 03:00:00	pred_4	65.85715008970742
336	2015-01-03 04:00:00	pred_8	12.92367834500143
337	2015-01-03 04:00:00	pred_3	12.854250199433901
338	2015-01-03 04:00:00	pred_5	17.260883904932857
339	2015-01-03 04:00:00	pred_12	16.232872025403847
340	2015-01-03 04:00:00	pred_2	16.25375533969242
341	2015-01-03 04:00:00	pred_11	10.979704489697738
342	2015-01-03 04:00:00	pred_1	18.33991631587514
343	2015-01-03 04:00:00	pred_6	20.480894966580127
344	2015-01-03 04:00:00	pred_9	10.0218105829317
345	2015-01-03 04:00:00	pred_10	13.381659250693493
